Offene Stellen,Wirtschaftsabteilung,Quartal,job_vacancies
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2001Q3,
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2001Q4,
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2002Q1,
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2002Q2,
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2002Q3,
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2002Q4,
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2003Q1,
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2003Q2,7105.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2003Q3,5670.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2003Q4,5725.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2004Q1,8260.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2004Q2,7050.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2004Q3,5212.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2004Q4,4968.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2005Q1,5971.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2005Q2,5517.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2005Q3,5904.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2005Q4,5919.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2006Q1,7492.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2006Q2,6752.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2006Q3,7158.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2006Q4,8225.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2007Q1,9156.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2007Q2,10562.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2007Q3,11688.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2007Q4,12579.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2008Q1,13430.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2008Q2,13611.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2008Q3,13381.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2008Q4,8388.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2009Q1,7023.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2009Q2,7598.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2009Q3,7538.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2009Q4,7780.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2010Q1,8420.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2010Q2,9331.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2010Q3,10184.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2010Q4,8392.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2011Q1,10299.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2011Q2,10700.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2011Q3,9828.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2011Q4,8423.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2012Q1,8414.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2012Q2,8384.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2012Q3,9052.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2012Q4,9130.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2013Q1,8441.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2013Q2,8579.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2013Q3,7347.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2013Q4,8475.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2014Q1,8482.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2014Q2,9831.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2014Q3,9383.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2014Q4,8825.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2015Q1,8744.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2015Q2,8096.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2015Q3,7619.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2015Q4,6681.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2016Q1,6839.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2016Q2,7580.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2016Q3,8356.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2016Q4,7537.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2017Q1,8082.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2017Q2,8984.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2017Q3,7061.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2017Q4,7535.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2018Q1,7854.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2018Q2,9707.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2018Q3,9239.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2018Q4,8874.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2019Q1,8804.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2019Q2,9909.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2019Q3,10080.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2019Q4,9431.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2020Q1,7025.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2020Q2,6154.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2020Q3,7686.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2020Q4,7554.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2021Q1,7218.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2021Q2,10166.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2021Q3,10304.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2021Q4,11386.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2022Q1,13229.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2022Q2,15300.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2022Q3,15823.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2022Q4,17405.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2023Q1,14258.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2023Q2,15023.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2023Q3,14989.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2023Q4,13737.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2024Q1,13334.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2024Q2,10867.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2024Q3,9702.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2024Q4,8233.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2025Q1,9768.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2025Q2,10696.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2025Q3,10616.0
Job vacancies - total,45-47 Trade and repair of motor vehicles and motorcycles,2025Q4,10742.0
Job vacancies - total,49-53 Transport and stockage,1992Q2,
Job vacancies - total,49-53 Transport and stockage,1992Q3,
Job vacancies - total,49-53 Transport and stockage,1992Q4,
Job vacancies - total,49-53 Transport and stockage,1993Q1,
Job vacancies - total,49-53 Transport and stockage,1993Q2,
Job vacancies - total,49-53 Transport and stockage,1993Q3,
Job vacancies - total,49-53 Transport and stockage,1993Q4,
Job vacancies - total,49-53 Transport and stockage,1994Q1,
Job vacancies - total,49-53 Transport and stockage,1994Q2,
Job vacancies - total,49-53 Transport and stockage,1994Q3,
Job vacancies - total,49-53 Transport and stockage,1994Q4,
Job vacancies - total,49-53 Transport and stockage,1995Q1,
Job vacancies - total,49-53 Transport and stockage,1995Q2,
Job vacancies - total,49-53 Transport and stockage,1995Q3,
Job vacancies - total,49-53 Transport and stockage,1995Q4,
Job vacancies - total,49-53 Transport and stockage,1996Q1,
Job vacancies - total,49-53 Transport and stockage,1996Q2,
Job vacancies - total,49-53 Transport and stockage,1996Q3,
Job vacancies - total,49-53 Transport and stockage,1996Q4,
Job vacancies - total,49-53 Transport and stockage,1997Q1,
Job vacancies - total,49-53 Transport and stockage,1997Q2,
Job vacancies - total,49-53 Transport and stockage,1997Q3,
Job vacancies - total,49-53 Transport and stockage,1997Q4,
Job vacancies - total,49-53 Transport and stockage,1998Q1,
Job vacancies - total,49-53 Transport and stockage,1998Q2,
Job vacancies - total,49-53 Transport and stockage,1998Q3,
Job vacancies - total,49-53 Transport and stockage,1998Q4,
Job vacancies - total,49-53 Transport and stockage,1999Q1,
Job vacancies - total,49-53 Transport and stockage,1999Q2,
Job vacancies - total,49-53 Transport and stockage,1999Q3,
Job vacancies - total,49-53 Transport and stockage,1999Q4,
Job vacancies - total,49-53 Transport and stockage,2000Q1,
Job vacancies - total,49-53 Transport and stockage,2000Q2,
Job vacancies - total,49-53 Transport and stockage,2000Q3,
Job vacancies - total,49-53 Transport and stockage,2000Q4,
Job vacancies - total,49-53 Transport and stockage,2001Q1,
Job vacancies - total,49-53 Transport and stockage,2001Q2,
Job vacancies - total,49-53 Transport and stockage,2001Q3,
Job vacancies - total,49-53 Transport and stockage,2001Q4,
Job vacancies - total,49-53 Transport and stockage,2002Q1,
Job vacancies - total,49-53 Transport and stockage,2002Q2,
Job vacancies - total,49-53 Transport and stockage,2002Q3,
Job vacancies - total,49-53 Transport and stockage,2002Q4,
Job vacancies - total,49-53 Transport and stockage,2003Q1,
Job vacancies - total,49-53 Transport and stockage,2003Q2,1102.0
Job vacancies - total,49-53 Transport and stockage,2003Q3,896.0
Job vacancies - total,49-53 Transport and stockage,2003Q4,1125.0
Job vacancies - total,49-53 Transport and stockage,2004Q1,1447.0
Job vacancies - total,49-53 Transport and stockage,2004Q2,1684.0
Job vacancies - total,49-53 Transport and stockage,2004Q3,1121.0
Job vacancies - total,49-53 Transport and stockage,2004Q4,1454.0
Job vacancies - total,49-53 Transport and stockage,2005Q1,1281.0
Job vacancies - total,49-53 Transport and stockage,2005Q2,1195.0
Job vacancies - total,49-53 Transport and stockage,2005Q3,1263.0
Job vacancies - total,49-53 Transport and stockage,2005Q4,1332.0
Job vacancies - total,49-53 Transport and stockage,2006Q1,1616.0
Job vacancies - total,49-53 Transport and stockage,2006Q2,1941.0
Job vacancies - total,49-53 Transport and stockage,2006Q3,1656.0
Job vacancies - total,49-53 Transport and stockage,2006Q4,1996.0
Job vacancies - total,49-53 Transport and stockage,2007Q1,2347.0
Job vacancies - total,49-53 Transport and stockage,2007Q2,2973.0
Job vacancies - total,49-53 Transport and stockage,2007Q3,2795.0
Job vacancies - total,49-53 Transport and stockage,2007Q4,2690.0
Job vacancies - total,49-53 Transport and stockage,2008Q1,3354.0
Job vacancies - total,49-53 Transport and stockage,2008Q2,2954.0
Job vacancies - total,49-53 Transport and stockage,2008Q3,3079.0
Job vacancies - total,49-53 Transport and stockage,2008Q4,1914.0
Job vacancies - total,49-53 Transport and stockage,2009Q1,1635.0
Job vacancies - total,49-53 Transport and stockage,2009Q2,1718.0
Job vacancies - total,49-53 Transport and stockage,2009Q3,1644.0
Job vacancies - total,49-53 Transport and stockage,2009Q4,1709.0
Job vacancies - total,49-53 Transport and stockage,2010Q1,1968.0
Job vacancies - total,49-53 Transport and stockage,2010Q2,2329.0
Job vacancies - total,49-53 Transport and stockage,2010Q3,1880.0
Job vacancies - total,49-53 Transport and stockage,2010Q4,1865.0
Job vacancies - total,49-53 Transport and stockage,2011Q1,1867.0
Job vacancies - total,49-53 Transport and stockage,2011Q2,2038.0
Job vacancies - total,49-53 Transport and stockage,2011Q3,1977.0
Job vacancies - total,49-53 Transport and stockage,2011Q4,1954.0
Job vacancies - total,49-53 Transport and stockage,2012Q1,1869.0
Job vacancies - total,49-53 Transport and stockage,2012Q2,1927.0
Job vacancies - total,49-53 Transport and stockage,2012Q3,1866.0
Job vacancies - total,49-53 Transport and stockage,2012Q4,1584.0
Job vacancies - total,49-53 Transport and stockage,2013Q1,1914.0
Job vacancies - total,49-53 Transport and stockage,2013Q2,1842.0
Job vacancies - total,49-53 Transport and stockage,2013Q3,2139.0
Job vacancies - total,49-53 Transport and stockage,2013Q4,1826.0
Job vacancies - total,49-53 Transport and stockage,2014Q1,2002.0
Job vacancies - total,49-53 Transport and stockage,2014Q2,1889.0
Job vacancies - total,49-53 Transport and stockage,2014Q3,2001.0
Job vacancies - total,49-53 Transport and stockage,2014Q4,2108.0
Job vacancies - total,49-53 Transport and stockage,2015Q1,2198.0
Job vacancies - total,49-53 Transport and stockage,2015Q2,2074.0
Job vacancies - total,49-53 Transport and stockage,2015Q3,1832.0
Job vacancies - total,49-53 Transport and stockage,2015Q4,2171.0
Job vacancies - total,49-53 Transport and stockage,2016Q1,2565.0
Job vacancies - total,49-53 Transport and stockage,2016Q2,1888.0
Job vacancies - total,49-53 Transport and stockage,2016Q3,2031.0
Job vacancies - total,49-53 Transport and stockage,2016Q4,2372.0
Job vacancies - total,49-53 Transport and stockage,2017Q1,2938.0
Job vacancies - total,49-53 Transport and stockage,2017Q2,3328.0
Job vacancies - total,49-53 Transport and stockage,2017Q3,2852.0
Job vacancies - total,49-53 Transport and stockage,2017Q4,2729.0
Job vacancies - total,49-53 Transport and stockage,2018Q1,3340.0
Job vacancies - total,49-53 Transport and stockage,2018Q2,3144.0
Job vacancies - total,49-53 Transport and stockage,2018Q3,3909.0
Job vacancies - total,49-53 Transport and stockage,2018Q4,3758.0
Job vacancies - total,49-53 Transport and stockage,2019Q1,4107.0
Job vacancies - total,49-53 Transport and stockage,2019Q2,5150.0
Job vacancies - total,49-53 Transport and stockage,2019Q3,4856.0
Job vacancies - total,49-53 Transport and stockage,2019Q4,6219.0
Job vacancies - total,49-53 Transport and stockage,2020Q1,4607.0
Job vacancies - total,49-53 Transport and stockage,2020Q2,2603.0
Job vacancies - total,49-53 Transport and stockage,2020Q3,2947.0
Job vacancies - total,49-53 Transport and stockage,2020Q4,3985.0
Job vacancies - total,49-53 Transport and stockage,2021Q1,2840.0
Job vacancies - total,49-53 Transport and stockage,2021Q2,4104.0
Job vacancies - total,49-53 Transport and stockage,2021Q3,3611.0
Job vacancies - total,49-53 Transport and stockage,2021Q4,3514.0
Job vacancies - total,49-53 Transport and stockage,2022Q1,3790.0
Job vacancies - total,49-53 Transport and stockage,2022Q2,4954.0
Job vacancies - total,49-53 Transport and stockage,2022Q3,5060.0
Job vacancies - total,49-53 Transport and stockage,2022Q4,4370.0
Job vacancies - total,49-53 Transport and stockage,2023Q1,5086.0
Job vacancies - total,49-53 Transport and stockage,2023Q2,5060.0
Job vacancies - total,49-53 Transport and stockage,2023Q3,5229.0
Job vacancies - total,49-53 Transport and stockage,2023Q4,4660.0
Job vacancies - total,49-53 Transport and stockage,2024Q1,4677.0
Job vacancies - total,49-53 Transport and stockage,2024Q2,4278.0
Job vacancies - total,49-53 Transport and stockage,2024Q3,4355.0
Job vacancies - total,49-53 Transport and stockage,2024Q4,4025.0
Job vacancies - total,49-53 Transport and stockage,2025Q1,4250.0
Job vacancies - total,49-53 Transport and stockage,2025Q2,3974.0
Job vacancies - total,49-53 Transport and stockage,2025Q3,4354.0
Job vacancies - total,49-53 Transport and stockage,2025Q4,3746.0
Job vacancies - total,55-56 Hotels and gastronomy,1992Q2,
Job vacancies - total,55-56 Hotels and gastronomy,1992Q3,
